"link","provider","rating"
"https://www.classcentral.com/course/swayam-sr-secondary-mathematics-311-17808","NIOS","Sr.Secondary : Mathematics (311) from NIOS"
"https://www.classcentral.com/course/swayam-mathematics-xi-part-ii-19948","NCERT","Mathematics XI Part-II from NCERT"
"https://www.classcentral.com/course/swayam-mathematics-xi-part-i-17687","NCERT","Mathematics XI Part-I from NCERT"
"https://www.classcentral.com/course/swayam-mathematics-xii-part-i-17688","NCERT","Mathematics XII Part-I from NCERT"
"https://www.classcentral.com/course/swayam-secondary-mathematics-211-17774","NIOS","Secondary : Mathematics (211) from NIOS"
"https://www.classcentral.com/course/swayam-direct-tax-laws-and-practice-14009","Tezpur University","Direct Tax- Laws and Practice from Tezpur University ★★★★☆(44)"
"https://www.classcentral.com/course/swayam-principles-of-macroeconomics-i-14251","CEC","Principles of Macroeconomics – I from CEC ★★★★★(2)"
"https://www.classcentral.com/course/swayam-certificate-course-in-environmental-sustainability-13939","IGNOU","Certificate course in Environmental Sustainability from IGNOU ★★★★★(1)"
"https://www.classcentral.com/course/swayam-classical-sociological-theory-19820","Indian Institute of Technology Madras","Classical Sociological Theory from Indian Institute of Technology Madras"
"https://www.classcentral.com/course/swayam-ecology-and-environment-14021","Indian Institute of Technology Madras","Ecology and Environment from Indian Institute of Technology Madras"
"https://www.classcentral.com/course/swayam-gender-and-literature-19882","Indian Institute of Technology Madras","Gender and literature from Indian Institute of Technology Madras"
"https://www.classcentral.com/course/swayam-patent-drafting-for-beginners-9922","Indian Institute of Technology Madras","Patent Drafting for Beginners from Indian Institute of Technology Madras"
"https://www.classcentral.com/course/swayam-intellectual-property-17644","Indian Institute of Technology Madras","Intellectual Property from Indian Institute of Technology Madras"
"https://www.classcentral.com/course/swayam-feminist-writings-12981","Indian Institute of Technology Madras","Feminist Writings from Indian Institute of Technology Madras"
"https://www.classcentral.com/course/swayam-patent-law-for-engineers-and-scientists-9849","Indian Institute of Technology Madras","Patent Law For Engineers And Scientists from Indian Institute of Technology Madras"
"https://www.classcentral.com/course/swayam-knowledge-management-7954","Indian Institute of Technology, Kharagpur","Knowledge Management from Indian Institute of Technology, Kharagpur"
"https://www.classcentral.com/course/swayam-introduction-to-multimodal-urban-transportation-systems-muts-19908","Indian Institute of Technology, Kharagpur","Introduction to Multimodal Urban Transportation Systems (MUTS) from Indian Institute of Technology, Kharagpur"
"https://www.classcentral.com/course/swayam-gender-justice-and-workplace-security-14087","Indian Institute of Technology, Kharagpur","Gender Justice and Workplace Security from Indian Institute of Technology, Kharagpur"
"https://www.classcentral.com/course/swayam-patent-search-for-engineers-and-lawyers-14226","NPTEL","Patent Search for Engineers and Lawyers from NPTEL"
"https://www.classcentral.com/course/swayam-integrated-waste-management-for-a-smart-city-14130","Indian Institute of Technology, Kharagpur","Integrated Waste Management for a Smart City from Indian Institute of Technology, Kharagpur"
"https://www.classcentral.com/course/swayam-great-experiments-in-psychology-7925","Indian Institute of Technology, Kharagpur","Great experiments in Psychology from Indian Institute of Technology, Kharagpur"
"https://www.classcentral.com/course/swayam-urban-landuse-and-transportation-planning-20017","Indian Institute of Technology, Kharagpur","Urban Landuse and transportation planning from Indian Institute of Technology, Kharagpur"
"https://www.classcentral.com/course/swayam-water-society-and-sustainability-14354","Indian Institute of Technology, Kharagpur","Water, Society and Sustainability from Indian Institute of Technology, Kharagpur"
"https://www.classcentral.com/course/swayam-cognition-transformation-and-lives-13944","Indian Institute of Technology Kanpur","Cognition, Transformation and Lives from Indian Institute of Technology Kanpur"
"https://www.classcentral.com/course/swayam-disaster-recovery-and-build-back-better-14011","Indian Institute of Technology Roorkee","Disaster Recovery And Build Back Better from Indian Institute of Technology Roorkee"
"https://www.classcentral.com/course/swayam-urban-governance-and-development-management-ugdm-12887","Indian Institute of Technology Roorkee","Urban governance and Development Management (UGDM) from Indian Institute of Technology Roorkee"
"https://www.classcentral.com/course/swayam-sociology-of-science-9918","Indian Institute of Technology Roorkee","Sociology of Science from Indian Institute of Technology Roorkee"
"https://www.classcentral.com/course/swayam-technologies-for-clean-and-renewable-energy-production-14323","Indian Institute of Technology Roorkee","Technologies For Clean And Renewable Energy Production from Indian Institute of Technology Roorkee"
"https://www.classcentral.com/course/swayam-introduction-to-western-political-thought-19911","Indian Institute of Technology Guwahati","Introduction to Western Political Thought from Indian Institute of Technology Guwahati"
"https://www.classcentral.com/course/swayam-ecology-and-society-19850","Indian Institute of Technology Guwahati","Ecology and Society from Indian Institute of Technology Guwahati"
"https://www.classcentral.com/course/swayam-sociological-perspectives-on-modernity-10000","Indian Institute of Technology Guwahati","Sociological Perspectives on Modernity from Indian Institute of Technology Guwahati"
"https://www.classcentral.com/course/swayam-municipal-solid-waste-management-19954","Indian Institute of Technology Guwahati","Municipal Solid Waste Management from Indian Institute of Technology Guwahati"
"https://www.classcentral.com/course/swayam-development-research-methods-14002","Indian Institute of Technology Guwahati","Development Research Methods from Indian Institute of Technology Guwahati"
"https://www.classcentral.com/course/swayam-consumer-psychology-13958","Indian Institute of Technology Guwahati","Consumer Psychology from Indian Institute of Technology Guwahati"
"https://www.classcentral.com/course/swayam-introduction-to-political-theory-12974","Indian Institute of Technology Guwahati","Introduction to Political Theory from Indian Institute of Technology Guwahati"
"https://www.classcentral.com/course/swayam-the-psychology-of-language-14330","Indian Institute of Technology Guwahati","The Psychology Of Language from Indian Institute of Technology Guwahati"
"https://www.classcentral.com/course/swayam-system-design-for-sustainability-14319","Indian Institute of Technology Guwahati","System Design for Sustainability from Indian Institute of Technology Guwahati"
"https://www.classcentral.com/course/swayam-constitutional-studies-19831","NPTEL","Constitutional Studies from NPTEL"
"https://www.classcentral.com/course/swayam-energy-economics-and-policy-14034","NPTEL","Energy Economics And Policy from NPTEL"
"https://www.classcentral.com/course/swayam-right-to-information-and-good-governance-19988","NPTEL","Right to Information and Good Governance from NPTEL"
"https://www.classcentral.com/course/swayam-constitution-of-india-and-environmental-governance-administrative-and-adjudicatory-process-19830","NPTEL","Constitution of India and Environmental Governance: Administrative and Adjudicatory Process from NPTEL"
"https://www.classcentral.com/course/swayam-strategy-and-the-sustainable-enterprise-14307","Indian Institute of Management Bangalore","Strategy and the Sustainable Enterprise from Indian Institute of Management Bangalore"
"https://www.classcentral.com/course/swayam-introduction-to-managerial-economics-14155","Indian Institute of Management Bangalore","Introduction to Managerial Economics from Indian Institute of Management Bangalore"
"https://www.classcentral.com/course/swayam-social-research-ethics-14290","Tata Institute of Social Sciences, Mumbai","Social Research Ethics from Tata Institute of Social Sciences, Mumbai"
"https://www.classcentral.com/course/swayam-fundamentals-of-rural-sociology-and-educational-psychology-19879","CEC","Fundamentals of Rural sociology and Educational Psychology from CEC"
"https://www.classcentral.com/course/swayam-state-and-local-governance-machinery-processes-14303","UGC","State and Local Governance: Machinery & Processes from UGC"
"https://www.classcentral.com/course/swayam-communication-research-13946","Bengaluru Central University","Communication Research from Bengaluru Central University"
"https://www.classcentral.com/course/swayam-macro-economics-19942","Savitribai Phule Pune University","Macro Economics from Savitribai Phule Pune University"
"https://www.classcentral.com/course/swayam-political-ideologies-20263","Savitribai Phule Pune University","Political Ideologies from Savitribai Phule Pune University"
"https://www.classcentral.com/course/swayam-indian-judicial-system-legal-aid-and-environmental-protection-20243","CEC","Indian Judicial System: Legal Aid and Environmental Protection from CEC"
"https://www.classcentral.com/course/swayam-sustainable-management-of-biodiversity-14315","IGNOU","Sustainable Management of Biodiversity from IGNOU"
"https://www.classcentral.com/course/swayam-mso-003-sociology-of-development-20258","IGNOU","MSO-003: Sociology of Development from IGNOU"
"https://www.classcentral.com/course/swayam-msd-011-sustainability-science-20218","IGNOU","MSD-011 Sustainability Science from IGNOU"
"https://www.classcentral.com/course/swayam-mso-004-sociology-in-india-20257","IGNOU","MSO 004. Sociology in India from IGNOU"
"https://www.classcentral.com/course/swayam-understanding-human-trafficking-20272","IGNOU","Understanding Human Trafficking from IGNOU"
"https://www.classcentral.com/course/swayam-food-laws-and-standards-14062","IGNOU","Food Laws and Standards from IGNOU"
"https://www.classcentral.com/course/swayam-indian-government-and-politics-19894","CEC","Indian Government and Politics from CEC"
"https://www.classcentral.com/course/swayam-human-rights-and-humanitarian-law-19892","L.M.S Law College, Imphal Manipur","Human Rights and Humanitarian Law from L.M.S Law College, Imphal Manipur"
"https://www.classcentral.com/course/swayam-basic-econometrics-19804","CEC","Basic Econometrics from CEC"
"https://www.classcentral.com/course/swayam-criminalistics-13973","Doctor Harisingh Gour Vishwavidyalaya, Sagar","Criminalistics from Doctor Harisingh Gour Vishwavidyalaya, Sagar"
"https://www.classcentral.com/course/swayam-advanced-constitutional-law-20221","CEC","Advanced Constitutional Law from CEC"
"https://www.classcentral.com/course/swayam-basics-of-macro-economics-20225","CEC","Basics of Macro Economics from CEC"
"https://www.classcentral.com/course/swayam-international-human-rights-system-20245","CEC","International Human Rights System from CEC"
"https://www.classcentral.com/course/swayam-corporate-law-17554","CEC","Corporate Law from CEC"
"https://www.classcentral.com/course/swayam-access-to-justice-17499","CEC","Access to Justice from CEC"
"https://www.classcentral.com/course/swayam-sr-secondary-psychology-328-17810","NIOS","Sr.Secondary : Psychology (328) from NIOS"
"https://www.classcentral.com/course/swayam-psychology-xii-part-i-17751","NCERT","Psychology XII Part-I from NCERT"
"https://www.classcentral.com/course/swayam-psychology-xi-part-i-17750","NCERT","Psychology XI Part-I from NCERT"
"https://www.classcentral.com/course/swayam-economic-xii-part-i-17582","NCERT","Economic XII Part-I from NCERT"
"https://www.classcentral.com/course/swayam-economic-xi-part-i-17581","NCERT","Economic XI Part-I from NCERT"
"https://www.classcentral.com/course/swayam-geography-xii-part-i-17627","NCERT","Geography XII Part-I from NCERT"
"https://www.classcentral.com/course/swayam-secondary-economics-214-17769","NIOS","Secondary : Economics (214) from NIOS"
"https://www.classcentral.com/course/swayam-geography-xi-part-i-17626","NCERT","Geography XI Part-I from NCERT"
"https://www.classcentral.com/course/swayam-sr-secondary-sociology-331-17800","NIOS","Sr. Secondary : Sociology (331) from NIOS"
"https://www.classcentral.com/course/swayam-sr-secondary-introduction-to-laws-338-17798","NIOS","Sr. Secondary : Introduction to Laws (338) from NIOS"
"https://www.classcentral.com/course/swayam-sr-secondary-economics-318-17796","NIOS","Sr. Secondary : Economics (318) from NIOS"
"https://www.classcentral.com/course/swayam-sociology-xii-part-i-17790","NCERT","Sociology XII Part-I from NCERT"
"https://www.classcentral.com/course/swayam-sociology-xi-part-i-17789","NCERT","Sociology XI Part-I from NCERT"
"https://www.classcentral.com/course/swayam-secondary-social-science-213-17781","NIOS","Secondary : Social Science (213) from NIOS"
"https://www.classcentral.com/course/swayam-secondary-psychology-222-17776","NIOS","Secondary : Psychology (222) from NIOS"
"https://www.classcentral.com/course/swayam-python-for-data-science-14266","Indian Institute of Technology Madras","Python for Data Science from Indian Institute of Technology Madras ★★★★☆(39)"
"https://www.classcentral.com/course/swayam-data-science-for-engineers-10096","Indian Institute of Technology Madras","Data Science for Engineers from Indian Institute of Technology Madras ★☆☆☆☆(1)"
"https://www.classcentral.com/course/swayam-data-mining-9821","Indian Institute of Technology, Kharagpur","Data Mining from Indian Institute of Technology, Kharagpur"
"https://www.classcentral.com/course/swayam-scalable-data-science-14279","Indian Institute of Technology, Kharagpur","Scalable Data Science from Indian Institute of Technology, Kharagpur"
"https://www.classcentral.com/course/swayam-big-data-computing-12942","Indian Institute of Technology Patna","Big Data Computing from Indian Institute of Technology Patna"
"https://www.classcentral.com/course/swayam-predictive-analytics-17737","Indian Institute of Management Bangalore","Predictive Analytics from Indian Institute of Management Bangalore"
"https://www.classcentral.com/course/swayam-early-childhood-care-and-education-ecce-14020","UGC","Early Childhood Care and Education (ECCE) from UGC ★★★★★(38)"
"https://www.classcentral.com/course/swayam-ict-skills-in-education-14115","Central University of Kashmir","ICT Skills in Education from Central University of Kashmir ★★★★☆(1)"
"https://www.classcentral.com/course/swayam-communication-technologies-in-education-17545","CEC","Communication Technologies in Education from CEC ★★★★★(1)"
"https://www.classcentral.com/course/swayam-managing-intellectual-property-in-universities-12984","Indian Institute of Technology Madras","Managing Intellectual Property in Universities from Indian Institute of Technology Madras"
"https://www.classcentral.com/course/swayam-educational-leadership-9879","Indian Institute of Technology, Kharagpur","Educational leadership from Indian Institute of Technology, Kharagpur"
"https://www.classcentral.com/course/swayam-designing-learner-centric-e-learning-in-stem-disciplines-13999","Indian Institute of Technology Bombay","Designing learner-centric e-learning in STEM disciplines from Indian Institute of Technology Bombay"
"https://www.classcentral.com/course/swayam-learning-analytics-tools-19926","Indian Institute of Technology Bombay","Learning Analytics Tools from Indian Institute of Technology Bombay"
"https://www.classcentral.com/course/swayam-teaching-and-learning-in-general-programs-talg-14321","Indian Institute of Technology Bangalore","Teaching And Learning in General Programs: TALG from Indian Institute of Technology Bangalore"
"https://www.classcentral.com/course/swayam-instructional-design-14128","Mahatma Gandhi University, Kerala","Instructional Design from Mahatma Gandhi University, Kerala"
"https://www.classcentral.com/course/swayam-children-with-developmental-challenges-20231","CEC","Children with Developmental challenges from CEC"
"https://www.classcentral.com/course/swayam-contemporary-india-and-education-13960","CEC","Contemporary India and Education from CEC"
"https://www.classcentral.com/course/swayam-human-growth-and-development-19891","Avianshilingam Institute for Home Science and Higher Education for Women, Coimbatore","Human Growth and Development from Avianshilingam Institute for Home Science and Higher Education for Women, Coimbatore"
"https://www.classcentral.com/course/swayam-learning-teaching-and-assessment-19928","CEC","Learning Teaching and Assessment from CEC"
"https://www.classcentral.com/course/swayam-bes-141-pedagogy-of-science-20214","IGNOU","BES 141: Pedagogy of Science from IGNOU"
"https://www.classcentral.com/course/swayam-bes-123-learning-and-teaching-20213","IGNOU","BES 123: Learning and Teaching from IGNOU"
"https://www.classcentral.com/course/swayam-design-and-facilitation-of-e-learning-courses-13991","IGNOU","Design and Facilitation of E-Learning Courses from IGNOU"
"https://www.classcentral.com/course/swayam-educational-technology-14026","CEC","Educational Technology from CEC"
"https://www.classcentral.com/course/swayam-basic-concepts-in-education-13907","Principal, Thiagarajar College of Preceptors, Madurai","Basic Concepts in Education from Principal, Thiagarajar College of Preceptors, Madurai"
"https://www.classcentral.com/course/swayam-nature-of-language-19955","CEC","Nature of language from CEC"
"https://www.classcentral.com/course/swayam-research-methodology-17760","CEC","Research Methodology from CEC"
"https://www.classcentral.com/course/swayam-learning-management-system-_-moodle-19927","NITTTR","Learning Management System _ MOODLE from NITTTR"
"https://www.classcentral.com/course/swayam-student-psychology-20004","NITTTR","Student Psychology from NITTTR"
"https://www.classcentral.com/course/swayam-strategic-planning-for-technical-institutions-20002","NITTTR","Strategic Planning for Technical Institutions from NITTTR"
"https://www.classcentral.com/course/swayam-laboratory-and-workshop-management-17671","NITTTR","Laboratory and Workshop Management from NITTTR"
"https://www.classcentral.com/course/swayam-academic-research-report-writing-20220","NITTTR","Academic & Research Report Writing from NITTTR"
"https://www.classcentral.com/course/swayam-question-paper-authoring-and-student-evaluation-19984","NITTTR","Question Paper Authoring and Student Evaluation from NITTTR"
"https://www.classcentral.com/course/swayam-integrating-educational-technology-into-teaching-19898","NITTTR","Integrating Educational Technology into Teaching from NITTTR"
"https://www.classcentral.com/course/swayam-problem-based-learning-17743","NITTTR","Problem Based learning from NITTTR"
"https://www.classcentral.com/course/swayam-oer-for-empowering-teachers-20261","NITTTR","OER for Empowering Teachers from NITTTR"
"https://www.classcentral.com/course/swayam-managing-learning-resources-20259","NITTTR","Managing Learning Resources from NITTTR"
"https://www.classcentral.com/course/swayam-laboratory-and-workshop-based-instruction-and-learning-19924","NITTTR","Laboratory and Workshop Based Instruction and Learning from NITTTR"
"https://www.classcentral.com/course/swayam-capstone-project-20230","NITTTR","Capstone Project from NITTTR"
"https://www.classcentral.com/course/swayam-urdu-language-teaching-17834","NCERT","Urdu Language Teaching from NCERT"
"https://www.classcentral.com/course/swayam-vocational-yoga-teaching-training-programme-17842","NIOS","Vocational :Yoga Teaching’ Training Programme from NIOS"
"https://www.classcentral.com/course/swayam-guidance-and-counselling-20240","","Guidance and Counselling"
"https://www.classcentral.com/course/swayam-d-el-ed-course-501-510-17561","","D.EL.ED. COURSE 501-510"
"https://www.classcentral.com/course/swayam-cyber-security-13978","UGC","Cyber Security from UGC ★★★★★(34)"
"https://www.classcentral.com/course/swayam-introduction-to-operating-systems-6559","Indian Institute of Technology Madras","Introduction to Operating Systems from Indian Institute of Technology Madras ★★★★☆(2)"
"https://www.classcentral.com/course/swayam-introduction-to-internet-of-things-10093","Indian Institute of Technology, Kharagpur","Introduction to Internet of Things from Indian Institute of Technology, Kharagpur ★★★★★(2)"
"https://www.classcentral.com/course/swayam-artificial-intelligence-search-methods-for-problem-solving-3992","Indian Institute of Technology Madras","Artificial Intelligence: Search Methods for Problem Solving from Indian Institute of Technology Madras ★★★★☆(1)"
"https://www.classcentral.com/course/swayam-introduction-to-machine-learning-5288","Indian Institute of Technology Madras","Introduction to Machine Learning from Indian Institute of Technology Madras ★★★★★(1)"
"https://www.classcentral.com/course/swayam-deep-learning-for-visual-computing-9870","Indian Institute of Technology, Kharagpur","Deep Learning For Visual Computing from Indian Institute of Technology, Kharagpur ★★★★☆(1)"
"https://www.classcentral.com/course/swayam-basics-of-software-defined-radios-and-practical-applications-10088","Indian Institute of Technology Roorkee","Basics of software-defined radios and practical applications from Indian Institute of Technology Roorkee ★☆☆☆☆(1)"
"https://www.classcentral.com/course/swayam-design-and-analysis-of-algorithms-3984","Chennai Mathematical Institute","Design and Analysis of Algorithms from Chennai Mathematical Institute ★★★☆☆(1)"
"https://www.classcentral.com/course/swayam-practical-machine-learning-with-tensorflow-14244","Google","Practical Machine Learning with Tensorflow from Google"
"https://www.classcentral.com/course/swayam-c-programming-and-assembly-language-13934","Indian Institute of Technology Madras","C Programming and Assembly Language from Indian Institute of Technology Madras"
"https://www.classcentral.com/course/swayam-image-signal-processing-19893","Indian Institute of Technology Madras","Image Signal Processing from Indian Institute of Technology Madras"
"https://www.classcentral.com/course/swayam-reinforcement-learning-6706","Indian Institute of Technology Madras","Reinforcement Learning from Indian Institute of Technology Madras"
"https://www.classcentral.com/course/swayam-high-performance-computing-for-scientists-and-engineers-19889","Indian Institute of Technology, Kharagpur","High Performance Computing for Scientists and Engineers from Indian Institute of Technology, Kharagpur"
"https://www.classcentral.com/course/swayam-deep-learning-17566","Indian Institute of Technology, Kharagpur","Deep Learning from Indian Institute of Technology, Kharagpur"
"https://www.classcentral.com/course/swayam-object-oriented-analysis-and-design-14215","Indian Institute of Technology, Kharagpur","Object oriented analysis and design from Indian Institute of Technology, Kharagpur"
"https://www.classcentral.com/course/swayam-introduction-to-algorithms-and-analysis-17670","Indian Institute of Technology, Kharagpur","Introduction to algorithms and analysis from Indian Institute of Technology, Kharagpur"
"https://www.classcentral.com/course/swayam-management-information-system-19943","Indian Institute of Technology, Kharagpur","Management Information System from Indian Institute of Technology, Kharagpur"
"https://www.classcentral.com/course/swayam-computer-architecture-and-organization-19829","Indian Institute of Technology, Kharagpur","Computer architecture and organization from Indian Institute of Technology, Kharagpur"
"https://www.classcentral.com/course/swayam-problem-solving-through-programming-in-c-10090","Indian Institute of Technology, Kharagpur","Problem Solving through Programming in C from Indian Institute of Technology, Kharagpur"
"https://www.classcentral.com/course/swayam-peer-to-peer-networks-19967","Indian Institute of Technology Kanpur","Peer To Peer Networks from Indian Institute of Technology Kanpur"
"https://www.classcentral.com/course/swayam-bandit-algorithm-online-machine-learning-19803","Indian Institute of Technology Bombay","Bandit Algorithm (Online Machine Learning) from Indian Institute of Technology Bombay"
"https://www.classcentral.com/course/swayam-demystifying-networking-13990","Indian Institute of Technology Bombay","Demystifying networking from Indian Institute of Technology Bombay"
"https://www.classcentral.com/course/swayam-computer-aided-power-system-analysis-12954","Indian Institute of Technology Roorkee","Computer Aided Power System Analysis from Indian Institute of Technology Roorkee"
"https://www.classcentral.com/course/swayam-computer-graphics-19828","Indian Institute of Technology Guwahati","Computer Graphics from Indian Institute of Technology Guwahati"
"https://www.classcentral.com/course/swayam-fundamentals-of-artificial-intelligence-14070","Indian Institute of Technology Guwahati","Fundamentals Of Artificial Intelligence from Indian Institute of Technology Guwahati"
"https://www.classcentral.com/course/swayam-programming-data-structures-and-algorithms-using-python-14260","Chennai Mathematical Institute","Programming, Data Structures And Algorithms Using Python from Chennai Mathematical Institute"
"https://www.classcentral.com/course/swayam-applied-natural-language-processing-13899","Chennai Mathematical Institute","Applied Natural Language Processing from Chennai Mathematical Institute"
"https://www.classcentral.com/course/swayam-social-networks-9920","Indian Institute of Technology, Ropar","Social networks from Indian Institute of Technology, Ropar"
"https://www.classcentral.com/course/swayam-deep-learning-for-computer-vision-19838","NPTEL","Deep Learning for Computer Vision from NPTEL"
"https://www.classcentral.com/course/swayam-cit-001-fundamentals-of-computer-systems-20227","IGNOU","CIT-001: Fundamentals of Computer Systems from IGNOU"
"https://www.classcentral.com/course/swayam-cit-002-introduction-to-information-technology-20228","IGNOU","CIT-002: Introduction to Information Technology from IGNOU"
"https://www.classcentral.com/course/swayam-introduction-to-cyber-security-14116","IGNOU","INTRODUCTION TO CYBER SECURITY from IGNOU"
"https://www.classcentral.com/course/swayam-computer-fundamentals-13950","Devi Ahilya Viswavidyalaya, Indore","Computer Fundamentals from Devi Ahilya Viswavidyalaya, Indore"
"https://www.classcentral.com/course/swayam-introduction-to-computer-networks-internet-protocols-20246","Gujarat University","Introduction to Computer Networks & Internet Protocols from Gujarat University"
"https://www.classcentral.com/course/swayam-sr-secondary-computer-science-330-17803","NIOS","Sr.Secondary : Computer Science (330) from NIOS"
"https://www.classcentral.com/course/swayam-digital-forensic-19842","Doctor Harisingh Gour Vishwavidyalaya, Sagar","Digital Forensic from Doctor Harisingh Gour Vishwavidyalaya, Sagar"
"https://www.classcentral.com/course/swayam-functional-foods-and-nutraceuticals-14069","Rashtrasant Tukadoji Maharaj Nagpur University, Nagpur","Functional Foods and Nutraceuticals from Rashtrasant Tukadoji Maharaj Nagpur University, Nagpur ★★★★★(30)"
"https://www.classcentral.com/course/swayam-health-research-fundamentals-5218","National Institute of Epidemiology","Health Research Fundamentals from National Institute of Epidemiology ★★★★★(1)"
"https://www.classcentral.com/course/swayam-food-and-nutrition-14066","University of Mysore","Food and Nutrition from University of Mysore ★☆☆☆☆(1)"
"https://www.classcentral.com/course/swayam-economics-of-health-and-health-care-14023","Indian Institute of Technology Kanpur","Economics of Health and Health Care from Indian Institute of Technology Kanpur"
"https://www.classcentral.com/course/swayam-animal-physiology-12894","Indian Institute of Technology Kanpur","Animal Physiology from Indian Institute of Technology Kanpur"
"https://www.classcentral.com/course/swayam-basic-course-in-biomedical-research-19806","NPTEL","Basic course in Biomedical Research from NPTEL"
"https://www.classcentral.com/course/swayam-psycho-social-and-family-issues-of-individuals-with-visual-impairment-14262","CEC","Psycho Social and Family Issues of Individuals with Visual Impairment from CEC"
"https://www.classcentral.com/course/swayam-endocrinology-19855","CEC","Endocrinology from CEC"
"https://www.classcentral.com/course/swayam-virology-20019","CEC","Virology from CEC"
"https://www.classcentral.com/course/swayam-vocational-beauty-therapy-17838","NIOS","Vocational : Beauty Therapy from NIOS"
"https://www.classcentral.com/course/swayam-vocational-panchkarma-assistant-17841","NIOS","Vocational : Panchkarma Assistant from NIOS"
"https://www.classcentral.com/course/swayam-food-nutrition-for-healthy-living-17610","NCERT","Food Nutrition for Healthy Living from NCERT"
"https://www.classcentral.com/course/swayam-continuous-quality-improvement-tools-and-techniques-13961","Quality Council of India","Continuous Quality Improvement: Tools and Techniques from Quality Council of India"
"https://www.classcentral.com/course/swayam-e-assessment-14017","UGC","E-Assessment from UGC ★★★★★(4)"
"https://www.classcentral.com/course/swayam-soft-skills-14292","Indian Institute of Technology Roorkee","Soft Skills from Indian Institute of Technology Roorkee ★★★★★(1)"
"https://www.classcentral.com/course/swayam-body-language-key-to-professional-success-13927","Indian Institute of Technology Roorkee","Body Language: Key to Professional Success from Indian Institute of Technology Roorkee ★★★★☆(1)"
"https://www.classcentral.com/course/swayam-stress-management-14309","Indian Institute of Technology, Kharagpur","Stress Management from Indian Institute of Technology, Kharagpur"
"https://www.classcentral.com/course/swayam-soft-skills-for-business-negotiations-and-marketing-strategies-10045","Indian Institute of Technology, Kharagpur","Soft Skills for Business Negotiations and Marketing Strategies from Indian Institute of Technology, Kharagpur"
"https://www.classcentral.com/course/swayam-developing-soft-skills-and-personality-14001","Indian Institute of Technology Kanpur","Developing Soft Skills and Personality from Indian Institute of Technology Kanpur"
"https://www.classcentral.com/course/swayam-mind-education-17695","AICTE","Mind Education from AICTE"
"https://www.classcentral.com/course/swayam-introduction-to-visual-communication-20248","CEC","Introduction to Visual Communication from CEC"
"https://www.classcentral.com/course/swayam-developing-life-skills-14000","Central University of Kerala","Developing Life Skills from Central University of Kerala"
"https://www.classcentral.com/course/swayam-vocational-crm-domestic-voice-17840","NIOS","Vocational : CRM Domestic voice from NIOS"
"https://www.classcentral.com/course/swayam-industrial-pharmacy-i-14123","H.N.B Garhwal University (A Central University) Srinagar Garhwal","Industrial Pharmacy I from H.N.B Garhwal University (A Central University) Srinagar Garhwal ★★★★★(3)"
"https://www.classcentral.com/course/swayam-chemical-process-safety-13942","Indian Institute of Technology Roorkee","Chemical Process Safety from Indian Institute of Technology Roorkee ★★★★☆(1)"
"https://www.classcentral.com/course/swayam-waves-and-oscillations-14355","Indian Institute of Science Education and Research, Pune","Waves and Oscillations from Indian Institute of Science Education and Research, Pune ★★★★★(1)"
"https://www.classcentral.com/course/swayam-elementary-stereology-for-quantitative-metallography-19854","NPTEL","Elementary Stereology for Quantitative Metallography from NPTEL"
"https://www.classcentral.com/course/swayam-neuroscience-of-human-movements-14209","Indian Institute of Technology Madras","Neuroscience of Human Movements from Indian Institute of Technology Madras"
"https://www.classcentral.com/course/swayam-transport-phenomena-in-biological-systems-20014","Indian Institute of Technology Madras","Transport Phenomena in Biological Systems from Indian Institute of Technology Madras"
"https://www.classcentral.com/course/swayam-tissue-engineering-14337","Indian Institute of Technology Madras","Tissue engineering from Indian Institute of Technology Madras"
"https://www.classcentral.com/course/swayam-basics-of-materials-engineering-19807","Indian Institute of Technology Madras","Basics of Materials Engineering from Indian Institute of Technology Madras"
"https://www.classcentral.com/course/swayam-dynamics-of-ocean-structures-19846","Indian Institute of Technology Madras","Dynamics of Ocean Structures from Indian Institute of Technology Madras"
"https://www.classcentral.com/course/swayam-x-ray-crystallography-diffraction-20022","NPTEL","X-ray Crystallography & Diffraction from NPTEL"
"https://www.classcentral.com/course/swayam-fluid-and-particle-mechanics-14059","Indian Institute of Technology Madras","Fluid and Particle Mechanics from Indian Institute of Technology Madras"
"https://www.classcentral.com/course/swayam-powder-metallurgy-19973","Indian Institute of Technology Madras","Powder Metallurgy from Indian Institute of Technology Madras"
"https://www.classcentral.com/course/swayam-plant-cell-bioprocessing-14234","Indian Institute of Technology Madras","Plant Cell Bioprocessing from Indian Institute of Technology Madras"
"https://www.classcentral.com/course/swayam-introduction-to-developmental-biology-19906","Indian Institute of Technology Madras","Introduction to Developmental Biology from Indian Institute of Technology Madras"
"https://www.classcentral.com/course/swayam-computer-aided-drug-design-13949","Indian Institute of Technology Madras","Computer Aided Drug Design from Indian Institute of Technology Madras"
"https://www.classcentral.com/course/swayam-application-of-spectroscopic-methods-in-molecular-structure-determination-5231","Indian Institute of Technology Madras","Application of Spectroscopic Methods in Molecular Structure Determination from Indian Institute of Technology Madras"
"https://www.classcentral.com/course/swayam-bioreactors-5801","Indian Institute of Technology Madras","Bioreactors from Indian Institute of Technology Madras"
"https://www.classcentral.com/course/swayam-physics-of-materials-3988","Indian Institute of Technology Madras","Physics of Materials from Indian Institute of Technology Madras"
